ID	sample-1_rpkm	sample-2_rpkm	sample-3_rpkm	sample-4_rpkm	sample-5_rpkm
Unigene0000001	5.06812231361401	4.92676397297786	2.67619799880069	3.70488633996103	5.07464126335754
Unigene0000002	4.28239218768685	3.27402240832931	4.78207013742993	2.48994622964871	7.00377946989847
Unigene0000003	4.6975202370041	4.95061380621387	3.23307397742456	4.67141060562587	2.95433780991951
Unigene0000004	3.49675028070747	3.60098382778577	2.65870256703786	3.29534654237009	3.28959230981215
Unigene0000005	4.4813556261131	4.12543038838737	4.955895585582	2.76567339496695	3.95204253286851
Unigene0000006	5.92437647308174	4.82523300735238	3.2173776351007	5.11914443628534	4.90679600866197
Unigene0000007	4.55926182552175	4.79592541001359	3.91036844279496	4.46510667118318	4.71914546984166
Unigene0000008	3.40828956688568	4.47183634658501	4.03346710175649	3.48253444265882	3.96926092753878
Unigene0000009	4.58462883816529	3.39818053272545	2.56830635086101	3.81769027058517	4.65789635163245
Unigene0000010	6.22216169086683	2.96325111730067	4.3854498556592	3.26212271023416	3.76526368578098
Unigene0000011	5.01464669457563	4.04760020518408	5.4854699875118	5.20065495037631	6.79575060765457
Unigene0000012	5.08737478185172	4.33778012820201	4.78027960942479	4.09321602298455	3.50850847360708
Unigene0000013	3.35186595746337	3.47106731300635	6.09791945001345	4.39942582576868	4.87304716143081
Unigene0000014	5.51727616838688	1.67048207651683	4.14491327850253	4.40864586628386	4.31845402196923
Unigene0000015	4.40582169693159	3.64062330317549	3.91025917747908	2.47717651053365	3.81584912678906
Unigene0000016	4.20144475556835	4.86279937960998	5.14047952649739	4.64933409414379	3.3437559617079
Unigene0000017	3.8358449500268	2.75720176043939	4.60083118317338	4.61872884212751	2.75106709609233
Unigene0000018	2.53240946238368	3.62724942441245	4.14047839938996	3.8304579879615	3.17336153965549
Unigene0000019	5.95901488554739	4.65328588801769	3.65844699412529	5.43375842504313	4.77500567192411
Unigene0000020	4.70931766568293	5.00761492341838	4.01602146676092	2.41580126397843	3.83320949636668
Unigene0000021	4.17876054446073	4.65122804395539	4.22747221087361	4.65176526761585	4.06407941133503
Unigene0000022	3.94770576691662	3.46959912997969	4.5400631779369	3.24491160772803	4.61687841376488
Unigene0000023	4.22388991525899	4.37677183898892	4.33765823641452	6.00654426072877	3.5845785039419
Unigene0000024	5.19598111496408	4.52132178590517	2.92263914074064	3.67989130109661	5.13748895961533
Unigene0000025	2.30757368504687	2.3763183316742	2.42630728992545	4.29052026875676	5.30767742004122
Unigene0000026	4.37573381386178	3.48565204838275	4.07519518249715	5.06750679318122	6.65826636577331
Unigene0000027	3.34182328242947	4.1567605164042	3.84526958778553	3.53755191008193	4.50426741291438
Unigene0000028	4.39473008460717	0.97325372737252	6.89635464746753	4.83478004164284	4.8989156753968
Unigene0000029	3.16056250360054	3.89249592288705	3.92901717074938	4.6837421010072	3.51305993381291
Unigene0000030	4.75931488398409	2.38113900307485	5.17693998899692	3.82545445866271	3.85092666579276
Unigene0000031	4.60882920428651	2.84280979048171	4.70151324331732	1.97104097554661	3.25736534141342
Unigene0000032	2.65890210536489	4.57278409036299	5.46730626090044	4.42198510561735	5.06391375815016
Unigene0000033	3.81057442705509	3.01076590318918	2.49859453791745	2.9468051069272	3.400204706021
Unigene0000034	4.03405017029696	2.83551158193892	5.55202142804523	4.28255840167714	6.63445976648049
Unigene0000035	4.03994793295981	3.56682994247643	5.1961620548615	4.91709736745474	3.05557972085996
Unigene0000036	3.18731184454754	4.42326089359963	3.26462857093926	4.48984037277537	3.39083234829859
Unigene0000037	5.99220521726585	4.87703344678869	3.12213550855852	5.76853250517646	5.42370666687478
Unigene0000038	2.24440457747313	4.2482518281673	3.15902328045543	3.40491149769425	4.20761136180244
Unigene0000039	6.30270673799865	2.50633791458004	3.26343712155028	5.33183589859398	1.81682969026496
Unigene0000040	1.64705093914478	4.02922185259211	3.71160888321921	3.96162678576983	4.19851521282349
Unigene0000041	2.50547471183174	4.47645103712024	4.15584085296044	3.86210069276894	3.06081511031418
Unigene0000042	3.84304473270229	3.69219000540152	3.12362141457272	2.67953801652295	3.7085546896047
Unigene0000043	5.42343294922106	5.04131854393015	3.45251986558696	2.36631172637133	3.9763494230445
Unigene0000044	2.97044121182566	3.62216531725451	4.34139756054255	4.4508768568667	4.68219977207792
Unigene0000045	2.39256110622214	4.37542895249339	4.03536468622117	5.25641620343933	3.42490350455841
Unigene0000046	3.38541174927333	3.98709278929188	4.25283405627667	2.83640894633358	2.25634626530193
Unigene0000047	4.26243539732946	5.32084562904014	4.43932013854385	3.8804283191568	6.58606094098732
Unigene0000048	6.1445249287857	3.92102295819404	4.1051669821781	4.34284271157185	3.07594439278213
Unigene0000049	5.24563954363103	3.76523996166645	2.99213391373991	5.33504231398629	5.2679524678069
Unigene0000050	4.64696325220043	4.24726293962109	3.97863602265121	3.52134662488691	4.95187906845195
Unigene0000051	3.71752458766928	4.2347793067034	5.7509543958111	3.7177400289323	3.09498587392276
Unigene0000052	5.81798092279129	3.40074468696606	3.8625859441948	4.20948283289203	3.79975462287465
Unigene0000053	5.2934547631205	4.82047937595367	3.51252366290916	3.97432255869532	4.67182537141524
Unigene0000054	5.29038030669712	4.59662306733327	3.96532661027856	4.21944349817577	3.85846553229716
Unigene0000055	3.68709698396554	3.47851573888812	3.03316297454171	4.39287950726224	3.70512902813364
Unigene0000056	4.85800391443561	3.46349125874551	3.50376867412256	5.3866866346431	3.8430716070303
Unigene0000057	3.36125338482684	5.57062819592555	5.52043990940328	4.63499280020249	3.63842419641992
Unigene0000058	4.23167861598684	3.69691433954042	3.03690708683681	5.68287834326149	4.46995769029712
Unigene0000059	4.45368511204785	4.77760215173535	3.88711938821794	4.57733881673138	4.18305163382667
Unigene0000060	3.81571540443393	5.19347331587506	6.23593397219613	2.36823712406117	4.15422750104209
Unigene0000061	4.63768742710571	3.37046383836435	4.07999402719342	1.81314627331728	6.07092795577669
Unigene0000062	4.94765985642064	4.53032029317732	3.31985690507587	6.36194783893719	5.0327482306108
Unigene0000063	3.0397412169262	5.13939930738969	4.05412094751686	4.01675658090689	5.61153983966225
Unigene0000064	3.72992020568137	5.63981141612088	3.5711753826348	3.40646029629132	4.5448063577019
Unigene0000065	4.24829229463987	4.26452668091626	2.52679746373422	3.33076239265265	4.20767423554059
Unigene0000066	5.09538703185541	3.41664906349347	1.81546756246936	5.57920339825754	4.38654057086418
Unigene0000067	5.32097541377631	3.40572366895307	2.02774763254668	4.26038233256698	4.94253517010737
Unigene0000068	1.77908379520519	2.69767689439205	4.25938889220428	4.43878992410704	3.45347408629541
Unigene0000069	4.59404384778905	3.19813039470459	4.8753138984425	4.66857996422448	4.38851048153601
Unigene0000070	3.96582559192329	5.19396612466824	4.27074817151268	3.39574348142379	4.44683526774906
Unigene0000071	3.98639782553393	2.93236071268091	2.83754631528525	1.77037614772907	3.76134709502499
Unigene0000072	4.60950270055003	6.74310140716613	2.55873378423015	5.22251090480098	4.25428969931513
Unigene0000073	2.31342563186879	2.62726397167107	2.68759430170342	4.8580658840325	3.67689355972848
Unigene0000074	4.46807332760319	3.91943081530227	2.29944473913574	5.11664144269201	3.82538142392285
Unigene0000075	3.71029692685617	5.13575303101493	3.66033591227108	3.98826466997017	3.7218412917851
Unigene0000076	3.02397842924555	5.40008272590367	2.57163552792625	3.40438981743636	3.49156123362662
Unigene0000077	4.36292391087486	3.25876007486766	2.85128151191642	5.49823290444177	2.95575502854998
Unigene0000078	2.522237192763	2.87786650413417	2.86567281170249	3.63828626867153	4.3380097888401
Unigene0000079	4.06685393382724	2.87902124716525	3.62457138867662	4.23774622634066	3.79967021243888
Unigene0000080	4.82548703204264	3.43378727711722	6.34680951182661	4.60237894237402	4.70995099346275
Unigene0000081	4.24870160722861	5.38662367619494	4.08588488337944	3.84444500044751	5.50259060588334
Unigene0000082	4.7768394146565	4.10297619997817	3.63452483352238	3.15042167500723	4.03510349056839
Unigene0000083	2.79830464809308	3.09482160041809	5.57461079998681	3.58897303455077	2.29920026312765
Unigene0000084	5.43543579558346	4.85492714829991	5.1785997502631	5.11246399710915	4.76889939580237
Unigene0000085	2.92524145961727	3.51088738301961	3.15683315990688	4.67719910574257	4.54889221013185
Unigene0000086	2.57034047731022	4.14113106234532	3.34924570196934	4.38829286568634	5.31570212576834
Unigene0000087	4.78776862480724	2.52949482711524	3.92165698236337	2.78564521945278	3.74485514892144
Unigene0000088	4.65281950424068	4.32747275667429	4.29008404986486	4.06186317783793	3.87565535599064
Unigene0000089	3.77093805725292	2.68213459336218	4.99071602027567	2.1876988096831	3.55922078692777
Unigene0000090	5.7163214094062	3.68919828967279	4.76346481404322	3.77475771898364	4.21953769581369
Unigene0000091	3.78152241208287	3.58714670035822	4.57556951886777	5.5479767048364	3.69873623083575
Unigene0000092	6.19729504862436	3.54595640533101	4.8492597811566	4.19803384740207	5.1240302665462
Unigene0000093	2.80034671176048	4.07942614877915	2.55414053241483	3.0186997541123	3.11093850399656
Unigene0000094	3.44415466143184	7.11245431906821	4.37231995665346	2.32751016689633	3.35513301836733
Unigene0000095	3.51112065208842	5.83179078179631	5.3323458283662	4.65190660246668	3.73847421888307
Unigene0000096	3.99170072037984	3.64733931748959	6.33692792647875	3.21252739769552	3.97582713156738
Unigene0000097	5.68320651907439	4.09058305984198	1.96664857816726	3.66904167864739	5.02840685706821
Unigene0000098	5.03985400445107	2.40179089202391	6.41708987640895	3.72189181220247	4.69957444649644
Unigene0000099	4.14719129320319	4.55862844119621	3.79997092583352	5.69351498289075	3.67815020380367
Unigene0000100	3.49158675051664	4.0936008886814	4.84191248500168	2.70125732267826	5.24141202578528
Unigene0000101	3.16950660975471	5.83294601698694	3.63353941074495	4.38719871242508	4.54975441550976
Unigene0000102	2.78432632828758	4.16084688690504	2.80723815076169	2.97675213226678	2.59123208556021
Unigene0000103	5.96758256681422	3.94684945961821	2.48080134013263	1.60403434889705	2.51680309206623
Unigene0000104	3.04686035104682	4.23581850134195	3.79776672162087	4.53698295778014	5.52682364643271
Unigene0000105	4.08797185437802	3.91925607610667	5.4482813161924	3.42505362939353	4.43969212815914
Unigene0000106	4.59360647965662	5.52221065169834	4.47218530975999	3.87508630103412	4.39168991798144
Unigene0000107	4.064121875436	3.83361076466979	3.02589029415711	2.7928265067268	4.32560226599645
Unigene0000108	3.8857601076277	3.80876082231723	2.34691097685792	1.55116072318757	5.92293610820988
Unigene0000109	4.33666418412282	5.01101547752776	3.36524422018531	3.65383401170346	3.23259850667308
Unigene0000110	5.32793675907896	3.62009954954161	3.80278362901628	4.39262639233056	3.63970243666866
Unigene0000111	3.60201786036194	5.06402393362311	3.66118162490182	3.5531411100097	5.79467335022981
Unigene0000112	3.85247188567622	2.21456757762288	3.79811121285936	4.40330468021104	4.7971110240521
Unigene0000113	3.74629213012402	3.69415306472952	4.99728819257362	4.45895406894915	3.90520489940961
Unigene0000114	4.3603809094044	3.70641138538281	4.41020561820317	4.3595793698547	3.02128018303529
Unigene0000115	3.73758304469917	5.57012933303936	2.58159536477641	3.43619908959701	4.44438472564481
Unigene0000116	2.28412262821872	4.09053092168373	4.36913264174402	6.04684990761204	2.49669447819799
Unigene0000117	2.77020107395684	2.7539167020822	4.2097467169811	5.17074797848099	4.96632284552683
Unigene0000118	3.31791133397474	5.67072289805892	2.17376985197164	5.05295932051456	3.50208299835809
Unigene0000119	3.96697982293692	5.51769719284441	5.60927931167326	5.27445530918737	4.24381711189049
Unigene0000120	2.34492176666544	3.60916469866007	4.48370778888776	1.73952705444377	6.53120060362603
Unigene0000121	2.59316906983515	0.859201990534448	4.50114387568161	3.59728621863392	3.92268698307768
Unigene0000122	4.75382084238873	3.44449753451474	2.82168144773545	4.28534615927417	3.73324731168907
Unigene0000123	2.94462412610922	2.91218918984839	5.42447305400126	3.77384826950851	3.9124138859168
Unigene0000124	2.67393399437816	4.83064479405094	3.16592536645483	5.23338311980851	2.77893074518094
Unigene0000125	3.20209996494464	4.55783482336306	2.06030661013159	4.25177306841181	4.90654789751964
Unigene0000126	4.39133098936894	4.27904110967176	3.70780126709007	3.00116164254271	3.54562333477204
Unigene0000127	4.61539281397903	3.53297831703686	4.9257820941381	3.277629338808	3.20258335508771
Unigene0000128	5.98577131579095	4.82129534359947	5.68374972320819	4.24136132006024	3.79378432838931
Unigene0000129	4.00833118222927	4.1078296405193	2.95339080825274	3.31538516665055	3.91237063952241
Unigene0000130	5.44530632376779	2.13874395441092	6.41178279906714	3.80282888561751	4.21521779063597
Unigene0000131	3.24962466373384	2.6326094325841	4.27929169273645	3.25095583165004	4.69784730254048
Unigene0000132	5.52544884281655	5.0625861910819	3.85808113043582	4.12137524602267	3.92380058112522
Unigene0000133	3.84028737663882	4.71141954677068	5.85050700577564	2.0142308857013	4.75457544669861
Unigene0000134	3.72602490578883	3.12614136640551	3.44248874820556	5.26124497543707	4.62620864465243
Unigene0000135	5.69203061125379	3.06926721344787	2.72240295316724	4.30527938797949	2.81260886316761
Unigene0000136	2.93306683819484	3.51321571471626	4.21277615550666	4.34500849788551	5.80404409062987
Unigene0000137	5.91474076172061	3.51513144785195	2.14024379935846	3.3807219618807	2.67025723878582
Unigene0000138	5.46787268315807	4.67781049973077	3.84854184761858	3.6698997953382	5.18339303183412
Unigene0000139	5.67965382774036	4.52662656687882	3.52130778760077	4.83474746864948	3.63145757679479
Unigene0000140	4.70803215900462	2.82311995894771	3.89421762242905	6.44099620640278	6.39075857565272
Unigene0000141	4.31649314029526	2.93219349358491	4.31768083892914	4.23448624256277	5.57819523152951
Unigene0000142	4.69284622612719	3.19504969794026	2.68746440731512	3.4566658991136	3.13871963501586
Unigene0000143	5.73243918777813	5.49380014179987	5.37315363447365	4.98892033594061	5.6296779836723
Unigene0000144	3.91768329400444	3.16904415658663	4.15354524682781	4.39621451266531	3.48765051299331
Unigene0000145	3.33654789381599	3.07610363714594	3.77265665010369	4.13099049738298	5.61109709983141
Unigene0000146	4.24926542708952	4.89250458557046	6.77718863827312	3.21394699331846	2.8723783376679
Unigene0000147	5.21899781305153	3.66035531853553	4.146738748545	4.95105859186151	3.33530150833505
Unigene0000148	4.28821152934937	4.17430964763577	4.20393972736846	2.90192614470768	2.08148443520748
Unigene0000149	3.22138718496776	5.15126931006872	4.35465594093682	3.45960041434346	2.53258600764151
Unigene0000150	3.67528147763587	2.99810122013274	3.11102337126794	1.8008671595624	2.28915564539607
Unigene0000151	4.13322648800038	5.1474265001146	3.89831226753459	4.79949063716837	2.57124855957869
Unigene0000152	3.87320467153775	4.11769226805439	4.88276418585928	4.87415367328721	5.95477999476507
Unigene0000153	3.88358986115899	4.37243120280835	4.30022982163368	7.15054722306445	3.67103454002402
Unigene0000154	5.07111635040973	4.50644106712677	4.58808743587598	5.40687834061844	4.45949078152489
Unigene0000155	7.02927507152195	5.397369262662	4.32722384931439	2.23694478249378	5.11633773878475
Unigene0000156	3.63229476948345	3.66868806520543	2.63616255614802	4.22048183292129	3.28281085174321
Unigene0000157	4.70376393684825	3.06758193320971	4.69686873750254	3.61233700350388	3.66252969574893
Unigene0000158	4.01061392719137	2.31627524664344	3.32884999125794	3.78939403885164	4.23248671247775
Unigene0000159	2.96660618249545	4.53583380188773	5.29236539596572	2.44319240193599	3.42011491326836
Unigene0000160	4.35731467979265	3.97975698009506	4.11634127866759	3.54979346276323	3.97216868885677
Unigene0000161	2.73654453722458	2.6637491579414	4.97668633990645	4.50339516604102	4.8989703297799
Unigene0000162	3.51822923407477	4.47374279784503	4.44457347689646	3.07767772131457	5.04694204874816
Unigene0000163	4.79374394682206	3.02305623884017	3.61830000200718	5.22406209037472	3.46125665286259
Unigene0000164	4.9927242922017	6.11196303856693	4.31249519450245	3.61378779054828	6.64918691489815
Unigene0000165	3.05633086830602	4.12666062387967	4.22921096006829	3.39978045839331	4.18702413239814
Unigene0000166	4.63642193733691	4.43844663190948	5.00768610127817	3.39734310044436	2.27514406061901
Unigene0000167	5.00708844337045	4.74213141661672	5.56696264545709	3.17403580166424	3.61122831247228
Unigene0000168	3.20289452203816	2.5798885265262	4.58268171404986	4.06286931367412	3.40205481087066
Unigene0000169	3.55775816173455	3.70847769476644	2.64872746245029	2.46122525956399	4.55325464313836
Unigene0000170	4.78426639552526	3.76901074737253	4.62317359491155	2.9973928387225	5.46308870854333
Unigene0000171	3.02594885608872	2.76626105174075	2.65678980655879	4.53779765324793	3.78032490762639
Unigene0000172	3.65656465933818	4.59754544175346	4.15570902377665	2.20790989256187	3.86252005658222
Unigene0000173	3.40613659650921	3.77989686892871	2.78141869855816	2.77649504894547	3.55426609021465
Unigene0000174	5.28568589608568	3.58982899043925	3.10118456519949	4.30661685734453	4.40652749486318
Unigene0000175	2.34849770480806	3.57731121372217	5.19215948646663	6.03993464648361	3.0247847677908
Unigene0000176	3.22100589014616	6.59624171846978	3.73841707396901	5.51052588585439	5.74576866220089
Unigene0000177	0.235538222571469	3.69642910472044	5.47684408851692	5.88248099751902	3.58767342699933
Unigene0000178	3.09603213123264	5.44986298400969	6.33997782838619	3.23151229775552	5.63162067995828
Unigene0000179	2.72487585418108	3.49599330758084	5.86574621149347	4.21032848177264	3.67306504861915
Unigene0000180	1.78686292622438	3.69920919227919	5.36713137769506	4.53819859557975	5.11806513357706
Unigene0000181	4.6359199107113	2.05012371041127	3.34218658201507	3.37404622599879	4.08557852566348
Unigene0000182	2.89525760559628	2.54908149876116	4.35900090976284	3.84241854427019	3.8170989501306
Unigene0000183	3.19909422221264	2.71005214896091	4.91561012763549	4.18793927889638	4.67011425473132
Unigene0000184	1.90123574696885	5.38917480392475	3.37027903975946	4.62835939561171	4.44741413239393
Unigene0000185	6.03182212977776	2.50571663916294	3.24180126372404	4.87215666438223	4.48253453896303
Unigene0000186	4.50361016072871	3.64363335369174	1.84928167001533	1.19939789661555	2.26472735381102
Unigene0000187	3.09327290417276	3.39154294841096	4.35922018832819	4.5545215342552	5.32768115763256
Unigene0000188	5.24277479997602	3.50551189922558	3.46729997243349	3.90373033060612	4.19894513725739
Unigene0000189	6.47609867718542	4.25371547585701	3.59976743490311	3.05021150992225	3.30895240339104
Unigene0000190	3.89389085254046	3.66290654147953	4.9239240981523	4.6110579581294	5.34124586198988
Unigene0000191	5.66222114340857	3.91331737329631	3.01904086530251	4.88527366906626	3.25569079630213
Unigene0000192	4.52330495250811	4.05424856266586	5.41200994762612	4.21615815820121	2.60289626492959
Unigene0000193	4.74879818478002	2.91351488445188	2.62111509378452	3.57302672376817	3.0036917737974
Unigene0000194	4.15247408139173	2.95359336438517	3.31956481838457	3.66972074091731	5.20133914221346
Unigene0000195	4.02444818246461	3.40688779965346	4.58933903981105	4.5831773787361	5.75664850484068
Unigene0000196	3.07510014821173	2.97570450042405	3.16936466905706	4.46454953627155	2.95985066818908
Unigene0000197	3.09111978697625	3.54112728326436	4.58411221624576	3.79330058722129	4.55967099110014
Unigene0000198	4.2330169658942	3.51490734895927	4.71741162128161	3.07570286920761	4.23490102014998
Unigene0000199	4.21782426265056	5.2253652472609	4.71714148360096	4.31131948425585	5.35453877723059
Unigene0000200	5.7689661224999	1.95342002308625	2.34221553198287	3.10458502316906	5.0114608824685
